1465832361,3440,4553,-7156,2348,-174.800003,-255.759995,218.039993,-0.037265,-0.005324,-0.05643,9.728264,0.96876,-2.316652,27.47
1465832376,3662,4260,-1433,2471,-174.800003,-254.839996,214.360001,-0.03833,-0.005324,-0.055366,9.743812,0.963976,-2.287948,27.47
1465832404,3760,4649,480,2268,-175.720001,-253,216.199997,-0.037265,-0.005324,-0.057495,9.686404,0.969956,-2.291536,27.47
1465832419,3836,4415,1104,2493,-174.800003,-253.919998,214.360001,-0.037265,-0.004259,-0.057495,9.728264,0.953212,-2.351336,27.47
1465832434,3502,4464,1113,2334,-177.559998,-254.839996,217.119995,-0.037265,-0.004259,-0.057495,9.724676,0.975936,-2.32622,27.46
1465832449,3496,4381,997,2362,-177.559998,-255.759995,220.800003,-0.037265,-0.005324,-0.057495,9.740224,0.963976,-2.32024,27.46
1465832464,3668,4585,603,2307,-178.479996,-253.919998,218.039993,-0.037265,-0.004259,-0.05643,9.722284,0.97474,-2.299908,27.45
1465832479,3701,4285,1024,2526,-177.559998,-254.839996,217.119995,-0.037265,-0.004259,-0.05643,9.754576,0.955604,-2.316652,27.45
1465832494,3381,4425,1049,2304,-176.639999,-254.839996,218.039993,-0.037265,-0.005324,-0.05643,9.728264,0.94484,-2.307084,27.45
1465832509,3524,4591,1073,2213,-178.479996,-255.759995,217.119995,-0.037265,-0.005324,-0.05643,9.737832,0.946036,-2.32024,27.45
1465832524,3477,4553,1120,2233,-177.559998,-255.759995,216.199997,-0.037265,-0.004259,-0.055366,9.712716,0.967564,-2.307084,27.45
1465832539,3374,4488,1051,2228,-177.559998,-254.839996,217.119995,-0.037265,-0.004259,-0.055366,9.721088,0.940056,-2.32024,27.46
1465832554,3649,4589,1115,2309,-175.720001,-255.759995,218.039993,-0.03833,-0.004259,-0.05856,9.752184,0.960388,-2.339376,27.47
1465832569,3600,4203,1000,2426,-176.639999,-254.839996,217.119995,-0.037265,-0.004259,-0.055366,9.721088,0.947232,-2.305888,27.48
1465832584,3477,4559,1092,2277,-177.559998,-253,216.199997,-0.037265,-0.005324,-0.05643,9.731852,0.969956,-2.310672,27.49
1465832599,3335,4395,1036,2213,-176.639999,-254.839996,216.199997,-0.037265,-0.004259,-0.057495,9.73544,0.981916,-2.327416,27.48
1465832614,3640,4570,1079,2310,-176.639999,-253.919998,218.039993,-0.037265,-0.005324,-0.05643,9.716304,0.971152,-2.342964,27.48
1465832629,3400,4426,1021,2301,-177.559998,-254.839996,218.039993,-0.037265,-0.004259,-0.05643,9.730656,0.940056,-2.309476,27.48
1465832644,3381,4410,1045,2336,-176.639999,-255.759995,217.119995,-0.036201,-0.005324,-0.057495,9.703148,0.978328,-2.331004,27.47
1465832659,3837,4395,1032,2420,-178.479996,-253,217.119995,-0.037265,-0.004259,-0.057495,9.737832,0.965172,-2.32024,27.46
1465832674,3394,4366,1004,2325,-177.559998,-254.839996,218.039993,-0.037265,-0.005324,-0.05643,9.722284,0.960388,-2.322632,27.45
1465832689,3446,4265,1024,2380,-177.559998,-254.839996,217.119995,-0.037265,-0.005324,-0.057495,9.727068,0.953212,-2.29632,27.45
1465832704,3689,4461,1073,2332,-178.479996,-254.839996,218.039993,-0.037265,-0.004259,-0.05643,9.667268,0.967564,-2.295124,27.44
1465832719,3353,4447,1033,2214,-177.559998,-253.919998,218.960007,-0.037265,-0.004259,-0.05643,9.761752,0.977132,-2.342964,27.43
1465832734,3811,4337,1043,2433,-178.479996,-254.839996,217.119995,-0.037265,-0.005324,-0.054301,9.754576,0.96876,-2.311868,27.42
1465832749,3459,4515,1100,2210,-178.479996,-254.839996,217.119995,-0.037265,-0.004259,-0.05643,9.715108,0.971152,-2.325024,27.42
1465832764,3674,4451,1035,2325,-178.479996,-255.759995,217.119995,-0.037265,-0.005324,-0.055366,9.737832,0.966368,-2.29632,27.42
1465832779,3365,4249,965,2353,-178.479996,-253.919998,217.119995,-0.037265,-0.003194,-0.055366,9.713912,0.977132,-2.309476,27.41
1465832794,3343,4471,1033,2190,-179.399994,-253.919998,218.039993,-0.037265,-0.004259,-0.055366,9.73544,0.977132,-2.32024,27.41
1465832809,3700,4589,1097,2317,-179.399994,-254.839996,217.119995,-0.037265,-0.004259,-0.055366,9.725872,0.95082,-2.327416,27.4
1465832824,3792,4522,1047,2285,-179.399994,-254.839996,217.119995,-0.036201,-0.004259,-0.055366,9.721088,0.966368,-2.28436,27.4
1465832839,3374,4596,1104,2232,-179.399994,-254.839996,218.039993,-0.037265,-0.003194,-0.05643,9.734244,0.969956,-2.31426,27.39
1465832854,3387,4356,1038,2230,-178.479996,-255.759995,218.039993,-0.03833,-0.004259,-0.05643,9.736636,0.979524,-2.298712,27.4
1465832869,3483,4615,1130,2258,-178.479996,-255.759995,218.960007,-0.037265,-0.005324,-0.057495,9.736636,0.975936,-2.35612,27.4
1465832884,3496,4605,1109,2213,-179.399994,-253.919998,217.119995,-0.037265,-0.004259,-0.057495,9.739028,0.967564,-2.333396,27.41
1465832899,3539,4238,957,2423,-179.399994,-255.759995,217.119995,-0.037265,-0.004259,-0.05643,9.713912,0.966368,-2.301104,27.42
1465832914,3678,4592,1051,2240,-178.479996,-253.919998,217.119995,-0.036201,-0.005324,-0.05643,9.722284,0.963976,-2.301104,27.42
1465832929,3480,4307,945,2377,-178.479996,-255.759995,216.199997,-0.037265,-0.005324,-0.05643,9.722284,0.995072,-2.341768,27.42
1465832944,3387,4580,1101,2221,-178.479996,-253.919998,216.199997,-0.037265,-0.004259,-0.057495,9.721088,0.93886,-2.334592,27.43
1465832959,3445,4600,1130,2262,-179.399994,-254.839996,217.119995,-0.037265,-0.004259,-0.05643,9.737832,0.954408,-2.29034,27.44
1465832974,3424,4562,1104,2266,-178.479996,-255.759995,217.119995,-0.037265,-0.005324,-0.05643,9.718696,1.008228,-2.317848,27.44
1465832989,3563,4332,1046,2484,-180.320007,-255.759995,218.039993,-0.037265,-0.005324,-0.05643,9.725872,0.961584,-2.299908,27.44
1465833004,3557,4365,1018,2437,-179.399994,-253.919998,218.039993,-0.037265,-0.005324,-0.057495,9.718696,0.98072,-2.304692,27.44
1465833019,3855,4533,1096,2415,-179.399994,-255.759995,217.119995,-0.037265,-0.004259,-0.055366,9.72348,0.954408,-2.291536,27.45
1465833034,3449,4598,1161,2258,-178.479996,-254.839996,217.119995,-0.037265,-0.003194,-0.055366,9.716304,0.96278,-2.329808,27.45
1465833049,3866,4703,1206,2480,-178.479996,-256.679993,218.960007,-0.037265,-0.004259,-0.05643,9.72946,0.960388,-2.285556,27.45
1465833064,3893,4518,1159,2632,-174.800003,-255.759995,218.039993,-0.037265,-0.005324,-0.057495,9.712716,0.973544,-2.307084,27.44
1465833079,6580,4668,1607,3187,-161.919998,-274.160004,218.039993,-0.035136,-0.003194,-0.055366,9.74142,0.995072,-2.348944,27.44
1465833094,7240,4997,2814,5954,-169.279999,-266.799988,226.320007,-0.039395,-0.003194,-0.051107,9.686404,0.98072,-2.289144,27.44
1465833109,3568,6176,1692,2251,-176.639999,-254.839996,223.559998,-0.037265,-0.004259,-0.055366,9.73544,1.01062,-2.316652,27.45
1465833169,4113,4856,1495,2801,-173.880005,-262.200012,222.639999,-0.037265,-0.005324,-0.057495,9.743812,0.869492,-2.273596,27.52
1465833184,3510,5109,1306,2282,-176.639999,-254.839996,223.559998,-0.03833,-0.004259,-0.05643,9.737832,0.864708,-2.322632,27.54
1465833214,3695,4300,949,2457,-184,-256.679993,220.800003,-0.037265,-0.004259,-0.057495,9.737832,0.864708,-2.250872,27.58
1465833229,3534,4602,1103,2193,-183.080002,-258.519989,220.800003,-0.03833,-0.004259,-0.05643,9.746204,0.87308,-2.283164,27.59
1465833244,3933,4337,991,2398,-184,-256.679993,220.800003,-0.03833,-0.004259,-0.05643,9.742616,0.882648,-2.32024,27.6
1465833259,3501,4497,1065,2160,-184,-257.600006,221.720001,-0.03833,-0.005324,-0.057495,9.742616,0.876668,-2.274792,27.61
1465833274,3825,4445,1042,2219,-184,-256.679993,220.800003,-0.037265,-0.004259,-0.057495,9.740224,0.869492,-2.265224,27.61
1465833289,3678,4276,986,2342,-183.080002,-257.600006,220.800003,-0.03833,-0.005324,-0.05643,9.614644,0.852748,-2.292732,27.62
1465833304,3844,4431,971,2211,-182.160004,-259.440002,219.880005,-0.03833,-0.004259,-0.055366,9.718696,0.8671,-2.32622,27.62
1465833319,3551,4594,1042,2194,-181.240005,-256.679993,220.800003,-0.03833,-0.005324,-0.054301,9.758164,0.887432,-2.297516,27.62
1465833334,3890,4535,1021,2252,-183.080002,-257.600006,219.880005,-0.037265,-0.005324,-0.055366,9.754576,0.887432,-2.29632,27.61
1465833349,3798,4608,1107,2228,-183.080002,-256.679993,219.880005,-0.03833,-0.006388,-0.05856,9.745008,0.877864,-2.299908,27.6
1465833364,3517,4554,1069,2204,-184,-257.600006,220.800003,-0.037265,-0.005324,-0.05643,9.764144,0.8671,-2.287948,27.59
1465833379,3750,4541,1020,2219,-183.080002,-256.679993,220.800003,-0.037265,-0.005324,-0.057495,9.734244,0.886236,-2.291536,27.58
1465833394,3809,4640,1062,2233,-182.160004,-258.519989,221.720001,-0.03833,-0.005324,-0.057495,9.722284,0.876668,-2.268812,27.58
1465833409,3917,4336,971,2314,-181.240005,-257.600006,219.880005,-0.03833,-0.005324,-0.05643,9.739028,0.882648,-2.299908,27.59
1465833424,3822,4632,1058,2199,-182.160004,-256.679993,220.800003,-0.037265,-0.005324,-0.05643,9.754576,0.869492,-2.283164,27.59
1465833439,4060,4358,1033,2556,-182.160004,-257.600006,220.800003,-0.037265,-0.005324,-0.05643,9.748596,0.8671,-2.29034,27.59
1465833454,4000,4389,1234,2781,-181.240005,-257.600006,221.720001,-0.037265,-0.004259,-0.05643,9.743812,0.889824,-2.265224,27.58
1465833754,,,,,,,,-0.037265,-0.005324,-0.054301,9.749792,0.898196,-2.268812,
1465833874,,,,,,,,-0.037265,-0.005324,-0.05643,9.755772,0.88504,-2.3023,
